hcpcs_code,line_srvc_cnt,bene_unique_cnt,num_physicians_cnt,submitted_chrg_to_allowed_amt,average_submitted_chrg_amt,hcpcs_description,l_average_submitted_chrg_amt,l_submitted_chrg_to_allowed_amt,l_bene_unique_cnt,l_line_srvc_cnt,l_num_physicians_cnt,cluster
28272,3100.0,1562.0,78,2.6233675330559847,706.8558967739742,Incision of toe joint capsule,6.560826821605435,0.9644588104192937,7.3537223303996315,8.039157390473237,4.356708826689592,4
28285,50152.0,28534.0,1494,6.446710860241932,2667.635878528855,Correction of toe joint deformity,7.888947920408616,1.8635700565934068,10.25885163767476,10.822813672953805,7.309212365692763,4
28292,761.0,730.0,49,3.6942318283755293,3068.528278577818,Correction of bunion,8.028953337552638,1.3067726378954243,6.593044534142437,6.634633357861686,3.8918202981106265,4
28296,3115.0,2959.0,188,4.653948679969781,4728.109987155955,Correction of bunion,8.461280821750202,1.5377160377393229,7.99260665240021,8.043984431221553,5.236441962829949,4
28299,1274.0,1199.0,82,4.105803496164187,3806.202370489512,Correction of bunion,8.24438721787962,1.4124014597223928,7.089243155027514,7.149916836132109,4.406719247264253,4
28308,6295.0,4299.0,254,7.046555495426402,2368.824430498409,Incision to straighten toe bone,7.7701490901833745,1.9525389152199777,8.366137716496281,8.747510946478448,5.537334267018537,4
28313,1848.0,950.0,50,4.021954567712431,1338.8132629861632,Reconstruction of soft tissue angular deformity of toe,7.199538875910571,1.3917679953424615,6.856461984594587,7.521859252201629,3.912023005428146,4
28470,4804.0,4255.0,264,2.854717486282068,589.5055786844985,Closed treatment of broken foot bone,6.379284183349948,1.048972884194913,8.355850041007475,8.477204183199873,5.575949103146316,4
28725,435.0,425.0,31,3.6646862954648287,1905.42432183777,Fusion of foot joint,7.55246000387987,1.2987427369861841,6.052089168924417,6.075346031088684,3.4339872044851463,4
28750,2555.0,2458.0,152,3.348243480822026,3855.5998669192354,Fusion of great toe,8.257281881393586,1.2084358742428125,7.80710329012598,7.845807502637805,5.0238805208462765,4
28810,1314.0,975.0,68,2.9695710682595657,1106.2775875193302,Amputation of foot,7.008756133881777,1.088417520923399,6.882437470997847,7.1808311990445555,4.219507705176107,4
28820,3585.0,2737.0,187,3.44461247594495,1229.7403458862395,Amputation of foot,7.114558325176034,1.236811409297915,7.914617709040679,8.184513753033722,5.231108616854587,4
28825,609.0,467.0,35,3.2919439059083286,1325.7858128073071,Amputation of foot,7.18976062889569,1.1914782431521305,6.1463292576688975,6.411818267709897,3.5553480614894135,4
29807,1156.0,1138.0,56,5.2423366159956455,4904.936929053893,Repair of shoulder socket cartilage using an endoscope,8.497997513416056,1.656767318023721,7.037027614686276,7.052721049232323,4.02535169073515,4
29822,8231.0,8134.0,445,10.24474077720318,3159.0985360225905,Removal of shoulder joint tissue using an endoscope,8.058041992472186,2.3267644789991744,9.00380808646717,9.015662792972645,6.09807428216624,4
29823,20673.0,20364.0,980,6.4232844267783955,3351.9391176919667,Extensive removal of shoulder joint tissue using an endoscope,8.1172942984573,1.8599295798389452,9.921523915022227,9.936583780025318,6.887552571664617,4
29824,45304.0,44760.0,1929,5.602590962930172,3437.989120827046,Partial removal of collar bone at shoulder using an endoscope,8.142642021547749,1.723229162693255,10.709070162425862,10.721150607793641,7.564757012905729,4
29826,73965.0,72977.0,3344,13.730368960990981,1851.6170230514306,Shaving of shoulder bone using an endoscope,7.523814602812969,2.619610092032873,11.197899601992871,11.211347287326337,8.114922974204593,4
29827,76723.0,75459.0,3365,4.2535530352568145,4919.483196690907,Repair of shoulder rotator cuff using an endoscope,8.50095876264614,1.447754641971754,11.231344741376423,11.247956812025341,8.121183242078828,4
29828,10096.0,10022.0,495,4.75523088533434,3970.68281101152,Release of shoulder biceps tendon using an endoscope,8.286693351590303,1.5592452511454187,9.21253795551967,9.219894584780995,6.20455776256869,4
29848,37877.0,32694.0,973,5.288506134733562,3815.935059795021,Release of wrist ligament using an endoscope,8.24694101454995,1.6655358117992074,10.394946853811152,10.542099346698048,6.880384082186005,4
29876,6923.0,6743.0,327,6.216615612257127,3867.795695505263,Removal of joint lining from two or more knee joint compartments using an endoscope,8.260440036022377,1.827225644882436,8.816260208734581,8.842604480678025,5.7899601708972535,4
29877,565.0,552.0,35,4.290837553055301,3029.437026546496,Removal or shaving of knee joint cartilage using an endoscope,8.016132081420851,1.4564819476967095,6.313548046277095,6.336825731146441,3.5553480614894135,4
29879,6180.0,5996.0,270,6.057376102565339,3931.659901294592,Repair of knee joint using an endoscope,8.276816982433209,1.8012767199401987,8.698847859222488,8.729073550451737,5.598421958998375,4
29880,39034.0,38441.0,1768,6.5082184072524765,5219.8072923600475,Removal of both knee cartilages using an endoscope,8.560215763022825,1.873065748605056,10.556879877314014,10.572188340191147,7.477604243197589,4
29881,48516.0,47844.0,2324,6.187035754570859,4899.422911410649,Removal of one knee cartilage using an endoscope,8.496872703981412,1.8224560955156446,10.775700997169356,10.789648919428771,7.751045117971802,4
30130,891.0,737.0,42,4.359687378532632,1679.1666217764312,Removal of nasal air passage,7.42605289085319,1.4724003526188048,6.602587892189336,6.792344427470809,3.7376696182833684,4
30140,12025.0,9661.0,531,5.077698372743762,2571.5229571740015,Removal of nasal air passage,7.852253592717023,1.624858082688799,9.17585244151751,9.394743094973961,6.274762021241939,4
30465,610.0,597.0,38,3.7948498986845873,4088.43516393377,Widening of nasal passage,8.315917575321409,1.333644857676599,6.391917113392602,6.413458957167357,3.6375861597263857,4
30520,9922.0,9902.0,570,5.424208074513884,2812.603209028271,Reshaping of nasal cartilage,7.941865742382759,1.690871911722705,9.200492035921368,9.202509792860994,6.345636360828596,4
30802,2218.0,2183.0,91,4.035774257838258,833.4403697025203,Destruction of soft tissue in nasal passages,6.7255621575830284,1.3951981687760258,7.688455356549944,7.704361167910313,4.51085950651685,4
30930,1808.0,1552.0,83,6.202857025443149,1380.8775608415156,Therapeutic fracture of nasal passages,7.230474489697112,1.8250099964658144,7.347299700743164,7.4999765409521215,4.418840607796598,4
31237,44325.0,23442.0,1025,3.547036207539753,1184.8218163565525,Biopsy or removal of nasal polyp or tissue using an endoscope,7.077347676319302,1.2661123836727795,10.062284564283125,10.699304130942409,6.932447891572509,4
31238,12536.0,10169.0,527,2.7827294423315276,773.5658343963606,Control of nasal bleeding using an endoscope,6.651010778733043,1.0234322598269512,9.227099155791137,9.436359784035856,6.267200548541362,4
31239,431.0,402.0,27,4.166564046404583,2928.9482598612526,Incision of tear duct using an endoscope,7.982398681892349,1.4270917264739504,5.996452088619021,6.066108090103747,3.295836866004329,4
31240,417.0,388.0,22,4.426398393082822,987.3944604252757,Removal of nasal breathing passages using an endoscope,6.8950696155449736,1.4875862495714292,5.961005339623274,6.0330862217988015,3.091042453358316,4
31255,9771.0,7743.0,458,5.544529356827093,3813.168806671265,Removal of nasal sinus using an endoscope,8.246215830231213,1.7128117401625762,8.954544488386723,9.187174093944343,6.126869184114185,4
31256,3634.0,2930.0,180,7.772946921420946,2836.8232856362356,Incision of nasal sinus using an endoscope,7.950440143702863,2.050649361641331,7.982757702011113,8.198089248956116,5.19295685089021,4
31267,7626.0,6221.0,375,7.191145657869593,3019.3696000522004,Removal of nasal sinus tissue using an endoscope,8.012803346874763,1.9728504994943552,8.73568594451502,8.939318740417509,5.926926025970411,4
31276,5888.0,4886.0,293,4.468798653202014,3506.4093851913553,Exploration of nasal sinus using an endoscope,8.162347825689928,1.4971196148307344,8.494129251817686,8.680671660408713,5.680172609017068,4
31287,1278.0,1059.0,65,4.624537782667079,2539.0036463216743,Incision of nasal sinus using an endoscope,7.8395270178287655,1.5313764270873718,6.9650803456014065,7.15305163493748,4.174387269895637,4
31288,1395.0,1257.0,78,6.6355869011723145,2818.23388529906,Removal of nasal sinus tissue using an endoscope,7.9438656859269425,1.892447119210934,7.136483208590247,7.240649694255466,4.356708826689592,4
31295,9217.0,8966.0,349,4.61191112688316,7433.387046784231,Dilation of nasal sinus using an endoscope,8.913736894778777,1.5286423322478486,9.101194924715385,9.128804883993665,5.855071922202427,4
31296,8994.0,8707.0,346,3.507844277753383,9890.154469672807,Dilation of nasal sinus using an endoscope,9.19929504326858,1.2550016829184252,9.071882578828616,9.104312967330653,5.846438775057725,4
31297,6009.0,5843.0,224,6.238145579319067,9050.0091745783,Dilation of nasal sinus using an endoscope,9.110521050459015,1.8306829554123452,8.672999642554437,8.701013624333928,5.4116460518550396,4
31535,983.0,944.0,62,4.387786005866842,1058.4899898249946,Biopsy of voice box using an endoscope,6.96459863358641,1.4788247731897923,6.8501261661455,6.890609120147166,4.127134385045092,4
31536,1235.0,1196.0,75,4.9118731304996235,1483.1366315744374,Biopsy of voice box using an endoscope with operating microscope or telescope,7.301914469771622,1.5916553620299334,7.086737934510577,7.118826249062078,4.31748811353631,4
31541,1729.0,1389.0,85,4.805355167333923,1620.1139329081436,Removal of growth of tongue and/or vocal cord stripping using an endoscope with operating microscope or telescope,7.390251754709109,1.5697309558891155,7.236339342754344,7.455298485683291,4.442651256490317,4
31570,844.0,557.0,27,4.014839114558072,1320.7262796107818,Injection of vocal cords using an endoscope,7.185937076095739,1.3899972755019772,6.322565239927284,6.738152494595957,3.295836866004329,4
31571,1985.0,1628.0,83,5.786572299271471,1344.8839999994411,Injection of vocal cords using an endoscope with operating microscope or telescope,7.2040630429630195,1.7555401127015375,7.395107546562485,7.59337419312129,4.418840607796598,4
31579,65672.0,49369.0,880,3.00471751812531,622.1333336887246,Examination to assess movement of vocal cord flaps using an endoscope,6.4331544326103565,1.1001835596168785,10.807077975832051,11.092427934028102,6.779921907472252,4
31600,7136.0,7001.0,409,3.3487243887230225,1298.7853629494184,Opening of windpipe through neck for insertion of breathing tube,7.169184770492735,1.208579493836393,8.853808274977197,8.872907674259846,6.013715156042802,4
31610,396.0,395.0,23,3.8138832510270664,2493.8496212075,Creation of permanent opening of windpipe for breathing,7.821582828194144,1.3386478960718167,5.978885764901122,5.981414211254481,3.1354942159291497,4
31615,4723.0,2327.0,102,3.3503952935434977,518.7907071772772,Examination of windpipe and lung airways through permanent skin opening to windpipe using an endoscope,6.251500540133208,1.209078336948436,7.752335163302292,8.460199469896118,4.624972813284271,4
31620,21043.0,20563.0,791,8.484807782168485,597.6018542983832,Ultrasound of lung airways using an endoscope,6.392924736722734,2.1382772445896916,9.931248623321519,9.954323242238624,6.673297967767654,4
31622,35078.0,31072.0,1274,5.5615703024897565,706.1040099208908,Diagnostic examination of lung airways using an endoscope,6.559762549476422,1.7158804968924204,10.344062371091052,10.465329432318082,7.149916836132109,4
31624,78499.0,70710.0,2746,7.252971556336422,664.2132046267923,Irrigation and suction of lung airways to obtain cells using an endoscope,6.498603189243063,1.9814112547323919,11.166342284598286,11.270841164835856,7.917900586327916,4
31625,5783.0,5477.0,319,5.445798041681537,717.3527615424676,Biopsy of lung airways using an endoscope,6.575567716181469,1.6948443097742918,8.608312784783722,8.662677858158219,5.765191102784844,4
31626,1208.0,1170.0,59,5.097654681773681,879.6901572833115,Insertion of radiation therapy markers into lung airways using an endoscope,6.77956975147637,1.6287805676404503,7.064759027791802,7.0967213784947605,4.07753744390572,4
31627,5185.0,5039.0,240,12.782062129945949,1273.9783702992504,Computer-assisted image-guided navigation of lung airways using an endoscope,7.149899858200897,2.548042791953716,8.524962928680598,8.553525120663627,5.480638923341991,4
31628,19573.0,18180.0,847,5.801784476813734,873.0512149391769,Biopsy of one lobe of lung using an endoscope,6.771994219570372,1.7581655386483133,9.80807736773147,9.881906344502523,6.741700694652055,4
31629,22061.0,21555.0,853,5.863246669727711,1213.9956280309077,"Needle biopsy of windpipe cartilage, airway, and/or lung using an endoscope",7.101672370320461,1.768703489368549,9.978363087181235,10.001566622695764,6.748759547491679,4
31641,1232.0,841.0,51,5.098969722073053,1333.297889611526,Destruction of growth or narrowing of lung airway using an endoscope,7.195410768289234,1.6290385040426514,6.734591659972948,7.116394144093465,3.9318256327243257,4
31645,19631.0,16707.0,631,4.440274960347727,630.3097672054298,Aspiration of lung secretions from lung airways using an endoscope,6.446211392520578,1.4907163025329184,9.723583072257778,9.884865228408033,6.447305862541213,4
31646,979.0,689.0,39,4.116856544658813,507.13284984730336,Aspiration of lung secretions from lung airways using an endoscope,6.228773000523998,1.4150898975508064,6.535241271013659,6.88653164253051,3.6635616461296463,4
32405,42217.0,41383.0,1958,4.568213048293903,499.78379846994216,"Needle biopsy of lung or chest tissue, accessed through the skin",6.214175601848915,1.5191221105598927,10.630625447463311,10.6505782625063,7.579678823090456,4
32480,2126.0,2122.0,132,3.0839426421395935,3951.2857713997278,Removal of one lobe of lung,8.28179631667448,1.1262088570001105,7.660114319173928,7.661997558901893,4.882801922586371,4
32505,291.0,289.0,22,3.9972776404155934,2923.7101030936083,Opening in chest with partial removal of lung tissue,7.980608672005749,1.3856135395173483,5.666426688112432,5.673323267171493,3.091042453358316,4
32550,2699.0,2484.0,150,7.839329240802319,1856.1463616156243,Insertion of permanent catheter for drainage of lung fluid,7.526257768866076,2.059153274682079,7.81762544305337,7.900636613018005,5.0106352940962555,4
32551,4977.0,4210.0,215,3.4683514308619854,519.0934197311997,"Removal of fluid from between lung and chest cavity, open procedure",6.252083866450006,1.2436793890962108,8.345217926676428,8.512582578858554,5.3706380281276624,4
32554,5924.0,4589.0,252,6.109357988274462,584.2190833886215,Removal of fluid from chest cavity,6.3702760552685,1.809821692093852,8.431417414394833,8.68676717538769,5.529429087511423,4
32555,154740.0,128987.0,4961,5.024402159292663,587.9674431950315,Removal of fluid from chest cavity with imaging guidance,6.37667157764979,1.614306473592166,11.767466903071849,11.949501568103445,8.509362612301048,4
32556,929.0,747.0,42,5.11821823386273,780.8706889137997,"Removal of fluid from chest cavity with insertion of indwelling catheter, accessed through the skin",6.6604095649581545,1.6328063772862618,6.616065185132817,6.834108738813838,3.7376696182833684,4
32557,15644.0,13864.0,777,5.6710462999674425,901.2817597797061,"Removal of fluid from chest cavity with insertion of indwelling catheter and imaging guidance, accessed through the skin",6.803817927678345,1.7353736333377345,9.537050831395442,9.657842735875406,6.655440350367647,4
32650,1116.0,1092.0,73,4.745532937956039,2470.960815412464,Adhesion of the lung linings using an endoscope,7.81236234807755,1.557203741446429,6.9957661563048505,7.017506142941256,4.290459441148391,4
32663,4858.0,4845.0,267,4.059869844687224,4986.026700292025,Examination of lung with removal of lung lobe using an endoscope,8.514394619121717,1.4011509151409622,8.485702524324866,8.488382109562117,5.58724865840025,4
32666,3404.0,3342.0,192,5.18941828494797,3880.5400646357107,Partial removal of tissue of one lung using an endoscope,8.263729614847444,1.646621607070882,8.114324709155339,8.132706489693264,5.2574953720277815,4
32674,7595.0,7530.0,354,4.474139950036226,862.3123502305416,Removal of lymph nodes of mid-chest cavity using an endoscope,6.759617560284731,1.4983141433199274,8.92665032079394,8.935245415029874,5.869296913133774,4
33207,3544.0,3534.0,236,3.630751114155825,1768.9691281036655,Insertion or replacement of permanent pacemaker and lower chamber electrodes,7.4781522423984965,1.2894395453723064,8.170185652879642,8.173011311724972,5.4638318050256105,4
33208,88744.0,88442.0,3380,3.4528001686982717,1894.0408043360867,Insertion of new or replacement of permanent pacemaker including upper and lower chamber electrodes,7.546467817514,1.239185544940074,11.390102248917405,11.393511099418495,8.125630988477065,4
33225,25057.0,24942.0,1180,2.7643422725385043,1324.998803527592,Insertion of left heart electrode for pacing defibrillator device,7.189166835421871,1.016802730561014,10.124308408480692,10.128908508594378,7.07326971745971,4
33228,21573.0,21568.0,1207,2.924203795058452,1388.9521364667096,Removal and replacement of dual lead permanent pacemaker pulse generator,7.236304883173369,1.0730222368111961,9.978966013712034,9.979197811770604,7.095893221097532,4
33233,1335.0,1331.0,88,5.504354900295327,730.522397003955,Removal of permanent pacemaker pulse generator,6.593759890548205,1.7055395789838328,7.193685818395112,7.19668657083435,4.477336814478207,4
33235,475.0,472.0,29,3.5097803743633706,1955.2554947357473,Removal of electrodes from right heart,7.578276151724926,1.2555534641136552,6.156978985585555,6.163314804034641,3.367295829986474,4
33241,1462.0,1445.0,95,7.119708155296791,893.7576128599795,Removal of defibrillator pulse generator,6.795434611857233,1.9628667351591869,7.275864600546533,7.2875606403097235,4.553876891600541,4
33244,1212.0,1192.0,74,4.311382121809371,3066.6391831674923,Removal of defibrillator electrodes,8.028337512318263,1.4612585306234909,7.083387847625295,7.10002716662926,4.30406509320417,4
33249,41111.0,40870.0,1810,3.032594239672271,3059.8059030437457,Insertion or replacement of single or dual chamber pacing defibrillator leads,8.026106762556774,1.1094184379145442,10.618151576558324,10.624031004577834,7.501082124259871,4
33257,1051.0,1050.0,63,3.838471323711147,1814.9620361591913,Destruction and reconstruction of right upper heart,7.503819829763494,1.345074194556112,6.956545443151569,6.957497370876951,4.143134726391533,4
33259,2220.0,2219.0,137,3.633277256246011,2647.539072073482,Destruction of tissue and reconstruction of right upper heart on heart-lung machine,7.8813858354680715,1.2901350663871511,7.704811922932594,7.705262474866325,4.919980925828125,4
33263,2002.0,2001.0,134,2.971358557992289,3493.893971027378,Removal and replacement of defibrillator pulse generator,8.158772144219636,1.0890192751602321,7.601402334583733,7.601901959875166,4.897839799950911,4
33264,7367.0,7358.0,442,2.575225400467815,2150.1991122577538,Removal and replacement of defibrillator pulse generator,7.673315727186078,0.9459370644470665,8.90354343566472,8.904765846682814,6.091309882077698,4
33282,16201.0,16155.0,820,3.555403902467368,1192.0042812173813,Implantation patient-activated heart monitoring device,7.083391439244165,1.2684686721228136,9.689984878258599,9.692828247710418,6.709304340258298,4
33284,504.0,503.0,35,4.217361755385389,783.0641666666469,Removal of implantable patient-activated heart monitoring device,6.663214642398937,1.439209756094677,6.220590170099739,6.222576268071369,3.5553480614894135,4
33361,22470.0,22395.0,685,5.165535855170072,4642.807415217439,"Replacement of aortic valve with prosthetic valve, accessed through the skin",8.443074508636606,1.6420088445609942,10.0165929986414,10.019936365179374,6.529418838262226,4
33362,4753.0,4739.0,208,5.481455056589429,5186.717102881423,"Replacement of aortic valve with prosthetic valve, open procedure",8.553856233222923,1.7013705869908322,8.463581421967588,8.46653127661401,5.337538079701318,4
33405,33603.0,33557.0,1573,4.171788250316477,6460.842008744326,Replacement of left lower heart chamber valve using artificial valve on heart-lung machine,8.773514930193766,1.4283447808927499,10.421000764451936,10.422370627679848,7.360739903058278,4
33410,687.0,685.0,40,3.1009831701956347,5625.296360965501,Replacement of left lower heart chamber valve using tissue valve on heart-lung machine,8.635028912078608,1.13171921288515,6.529418838262226,6.532334292222349,3.6888794541139363,4
33418,1160.0,1145.0,59,3.842932035908177,6221.636534472068,Replacement of aortic valve with prosthetic valve accessed through the skin,8.735788259562295,1.3462356262606128,7.0431599159883405,7.05617528410041,4.07753744390572,4
33426,1586.0,1585.0,96,4.479036721430307,7240.9382723872,Insertion of artificial valve between left heart chambers on heart-lung machine,8.887506072616565,1.499408005769431,7.368339686311381,7.368970402194793,4.564348191467836,4
33427,1328.0,1327.0,70,4.247482498294437,9209.479924706027,Repair of valve flaps between left heart chambers on heart-lung machine,9.127988659110539,1.4463264540832859,7.190676034332207,7.191429330036379,4.248495242049359,4
33430,3470.0,3466.0,214,3.394667305030603,7871.829299723295,Replacement of valve between left upper and lower chambers on heart-lung machine,8.971045754010607,1.222205760636056,8.150756470275551,8.151909872940905,5.365976015021851,4
33517,8384.0,8380.0,540,4.208107762240709,608.5610854009325,Combined vein and artery heart artery bypass,6.411097294243608,1.4370130840050133,9.033603193476129,9.034080406560824,6.29156913955832,4
33518,31844.0,31818.0,1655,3.676191257395946,1114.234256374944,Combined multiple vein and artery heart artery bypasses,7.0159226823797,1.3018772318113636,10.367787446365185,10.36860426020847,7.411556287811163,4
33519,14286.0,14270.0,832,3.486888121177002,1401.734926501753,Combined multiple vein and artery heart artery bypasses,7.24546598160318,1.249009682629612,9.565914710470881,9.567035315714918,6.723832440821209,4
33521,1122.0,1120.0,70,3.045111080676663,1551.0157130097239,Combined multiple vein and artery heart artery bypasses,7.346665294014792,1.1135373801932618,7.02108396428914,7.022868086082641,4.248495242049359,4
33530,2770.0,2760.0,176,3.85639778807438,1771.58084837667,Reoperation of heart artery bypass or valve procedure more than 1 month after original operation,7.479627561636507,1.3497335322352602,7.9229859587111955,7.926602599181384,5.170483995038151,4
33533,97713.0,97608.0,3113,4.3293393067013,5174.906144013693,Heart artery bypass to repair one artery,8.551576481546627,1.4654149453146779,11.48871473625517,11.48978988956807,8.043342170441608,4
33534,1840.0,1840.0,114,4.173721359695476,7063.417304348132,Heart artery bypass to repair multiple arteries,8.862684250822031,1.4288080502445106,7.517520850603031,7.517520850603031,4.736198448394496,4
33860,680.0,678.0,41,4.024345230660765,12173.607985286988,Placement of graft to aorta on heart-lung machine,9.407025607556845,1.392362222025182,6.519147287940395,6.522092798170152,3.713572066704308,4
33967,1122.0,1090.0,80,5.352785283278274,898.9095008907486,"Insertion of assistive heart blood flow device into aorta, accessed through the skin",6.8011823629870065,1.6776170391324952,6.993932975223189,7.022868086082641,4.382026634673881,4
34802,3349.0,3346.0,225,3.6574488315502687,3586.822326070505,Repair of bulging (aneurysm) or tear in abdominal aorta,8.185021943567973,1.2967658638075195,8.11552088154677,8.116417072794205,5.41610040220442,4
34803,715.0,715.0,43,3.3124445404973777,3562.0233846140427,Repair of bulging (aneurysm) or tear in abdominal aorta,8.178084028851652,1.1976864486808259,6.5722825426940075,6.5722825426940075,3.7612001156935624,4
34812,6247.0,6197.0,380,7.028400347442246,1463.6218216750062,"Incision of artery in one thigh for insertion of prosthesis, open procedure",7.288669342623278,1.9499591333356443,8.731820582962108,8.73985662749357,5.940171252720432,4
34825,3073.0,3036.0,206,5.952788357941673,1889.5381679154793,Insertion of prosthetic repair of bulging (aneurysm) abdominal or groin artery,7.544087722593718,1.7838597413708863,8.01829613851552,8.030409562130485,5.327876168789581,4
35301,38356.0,36345.0,1816,3.076723925347176,2930.4633483688895,Removal of blood clot and portion of artery of neck,7.982915828883447,1.1238653702955264,10.500811921918736,10.554666248273572,7.504391559161238,4
35371,1012.0,981.0,68,4.050913648820944,2420.138181816601,Removal of blood clot and portion of artery of upper thigh artery,7.791579917444809,1.3989424479777985,6.8885724595653635,6.919683849847411,4.219507705176107,4
35460,1485.0,1167.0,52,4.219806900618091,956.6065252487139,"Balloon dilation of narrowed or blocked vein, open procedure",6.863392152515754,1.4397893688536127,7.062191632286556,7.3031700512368,3.9512437185814275,4
35475,38374.0,29422.0,797,3.570854949626483,4119.8921702191965,"Balloon dilation of narrowed or blocked upper arm artery, accessed through the skin",8.323582269724177,1.2728050488084761,10.289497972810157,10.555135425918044,6.680854678790215,4
35476,259776.0,163942.0,3162,3.531948526372006,3288.6481568351073,"Balloon dilation of narrowed or blocked vein, accessed through the skin",8.098231864740114,1.2618497091281593,12.00726798571782,12.46757500019857,8.058960017769417,4
35600,591.0,558.0,32,4.856020165123465,1062.6086294397123,Harvest of an arm artery segment,6.968482135045144,1.5802192063687286,6.324358962381311,6.3818160174060985,3.4657359027997265,4
35656,952.0,898.0,66,3.222822303290628,3118.9980672192646,Bypass of diseased or blocked artery (upper leg to lower thigh artery),8.045267096927992,1.1702574673669301,6.8001700683022,6.858565034791365,4.189654742026425,4
35903,986.0,893.0,55,3.848760127580911,1787.881795128621,Removal of infected graft of arm or leg,7.488786843441055,1.3477510516479563,6.794586580876499,6.893656354602635,4.007333185232471,4
36005,13698.0,11887.0,439,4.165847986090777,606.7374967146175,Injection for X-ray imaging procedure on veins of arm or leg,6.408096237413943,1.4269198529965523,9.383200644980624,9.52500511575785,6.0844994130751715,4
36010,6343.0,5113.0,185,5.333441095908988,779.1514787964259,Introduction of catheter into the upper or lower major vein (vena cava),6.658205479850967,1.6739966388504788,8.53954159508,8.755107121633896,5.220355825078324,4
36011,8379.0,5591.0,232,4.757343118216753,1868.0450566904522,Insertion of catheter into vein,7.532647738781867,1.5596893439674748,8.628913441026645,9.033483854613287,5.44673737166631,4
36012,4651.0,2989.0,102,5.389078265387474,2075.8810470836297,Insertion of catheter into vein,7.63814094355146,1.6843743620204168,8.002694162283937,8.444837529224097,4.624972813284271,4
36140,9366.0,7517.0,262,5.5798622258767585,755.0128080289796,Insertion of needle or catheter into an artery of arm or leg,6.626734713381927,1.7191640853853092,8.924922401177469,9.144841389743487,5.568344503761097,4
36147,326745.0,223641.0,3808,4.800131255109477,1720.3611045618168,Insertion of needle and/or catheter for dialysis,7.450289492284917,1.568643262354457,12.317797366602592,12.696935329150566,8.244859395911256,4
36200,26205.0,23922.0,1198,7.553898112238565,1009.640954779651,Insertion of catheter into aorta,6.917350056316466,2.0220637362774814,10.08255381660941,10.173705511236266,7.088408778675395,4
36215,36434.0,27522.0,522,4.760280272313592,2829.5412010775094,Insertion of catheter into chest or arm artery,7.947869857733857,1.5603065472480755,10.222740963825228,10.503257683590775,6.257667587882639,4
36216,866.0,760.0,36,5.207307416965619,2484.5567551958434,Insertion of catheter into chest or arm artery,7.817849554490797,1.6500629116094454,6.633318433280377,6.763884908562435,3.58351893845611,4
36217,896.0,780.0,44,4.843823379623907,2264.4132589305136,Insertion of catheter into chest or arm artery,7.725070957528914,1.5777043633464798,6.659293919683638,6.79794041297493,3.784189633918261,4
36222,1782.0,1651.0,93,5.8436243268757195,2270.5740740737924,Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation,7.727787974570378,1.765351208262238,7.409136443920128,7.485491608030754,4.532599493153256,4
36223,13384.0,12343.0,540,6.410811602067908,2662.873702181335,Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation,7.887161157795263,1.8579858779047709,9.42084437974393,9.50181524266666,6.29156913955832,4
36224,20008.0,17187.0,604,8.602652486770062,3520.272351058457,Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation,8.166293638058837,2.1520705843993033,9.751908563076688,9.903887472557455,6.403574197934815,4
36225,3589.0,3419.0,169,7.3462434334631315,2354.2434076386826,Insertion of catheter into artery on one side of chest for diagnosis or treatment including radiological supervision and interpretation,7.763974684190301,1.9941890850818946,8.137103389639302,8.185628891147607,5.1298987149230735,4
36226,17956.0,16051.0,583,9.968906709073611,3189.2253636658957,Insertion of catheter into chest artery for diagnosis or treatment including radiological supervision and interpretation,8.067533333583638,2.299470919894022,9.683526431913219,9.795679599901822,6.368187186350492,4
36227,3178.0,2841.0,144,6.284595504414286,1040.0142762734297,Insertion of catheter into artery on one side of neck for diagnosis or treatment including radiological supervision and interpretation,6.946989719227192,1.8381014810871248,7.951911381854188,8.064007347096661,4.969813299576001,4
36228,1866.0,1501.0,91,6.858055365899285,1737.9621061102143,Insertion of catheter into artery on one side of neck or chest for diagnosis or treatment including radiological supervision and interpretation,7.460468502428965,1.9254239271926383,7.313886831633462,7.531552381407289,4.51085950651685,4
36245,15537.0,12090.0,641,6.277029286317627,1604.9113084895948,Insertion of catheter into abdominal pelvic or leg artery,7.380823774529213,1.8368968249797004,9.400133943608838,9.650979555092,6.46302945692067,4
36246,15281.0,13475.0,648,5.616442346506824,1675.5905215623147,Insertion of catheter into abdominal pelvic or leg artery,7.423920932314409,1.7256984290253152,9.508591395777199,9.634365505605258,6.473890696352274,4
36247,35924.0,27678.0,1247,5.644065604618249,2622.8063392169543,Insertion of catheter into abdominal pelvic or leg artery,7.872000145351983,1.7306046577037082,10.228393152785875,10.48916087479084,7.1284959456800365,4
36248,10885.0,5540.0,300,5.470731498915473,350.9431887918835,"Insertion of catheter into each additional abdominal, pelvic or leg artery",5.860624355072105,1.699412336727937,8.61974977974133,9.295140973668648,5.703782474656201,4
36252,5083.0,4952.0,184,4.01497604381883,1982.1393999633913,Insertion of catheters into main and accessory arteries of both kidneys for imaging including radiological supervision and interpretation,7.591932045395187,1.3900313807106455,8.507546814364431,8.533656917446903,5.214935757608986,4
